id,title,artist_title,classification_titles
259229,Grama and Me in Hospital from the series Pretend You're Actually Alive,Leigh Ledare,photography;photograph;color photograph;portrait;portrait;black-and-white photography;photographic process
259228,Mom in Seventeen Magazine from the series Pretend You're Actually Alive,Leigh Ledare,photography;photograph;portrait;color photograph;portrait;black-and-white photography;photographic process
259227,Mother's Thoughts on Modelling from the series Prentend You're Actually Alive,Leigh Ledare,photography;photograph;black-and-white photography;photographic process
259226,Mom with Hand on Bed from the series Pretend You're Actually Alive,Leigh Ledare,photography;photograph;chromogenic color print;color photograph;portrait;portrait;black-and-white photography;photographic process
241219,The Task,Leigh Ledare,time-based works;funerary
241216,Plot VII: Collision,Leigh Ledare,mixed media
240974,Sound of Silence,Charles White,print;prints and drawing
240972,Sound of Silence,Charles White,print;prints and drawing
240971,Sound of Silence,Charles White,print;prints and drawing
240970,Sound of Silence,Charles White,print;prints and drawing
240969,Sound of Silence,Charles White,print;prints and drawing
240968,Sound of Silence,Charles White,print;prints and drawing
240966,Untitled (Head of a Woman III),Charles White,print;prints and drawing
240965,Untitled (Head of a Man in Profile),Charles White,print;prints and drawing
240964,Untitled (Bearded Man),Charles White,print;linocut;prints and drawing
240963,Untitled (Man with Pointing Finger),Charles White,print;linocut;prints and drawing
240962,I Had a Dream,Charles White,print;prints and drawing
240961,Sound of Silence,Charles White,print;prints and drawing
240960,Sound of Silence,Charles White,lithograph;print;prints and drawing
240959,Sound of Silence,Charles White,print;prints and drawing
240958,Sound of Silence,Charles White,print;prints and drawing
240955,Sound of Silence,Charles White,print;prints and drawing
240954,Sound of Silence,Charles White,print;prints and drawing
240952,Sound of Silence,Charles White,print;prints and drawing
240950,Missouri C,Charles White,print;prints and drawing
240949,Cat's Cradle,Charles White,print;prints and drawing
240947,Frederick Douglass,Charles White,print;prints and drawing
240946,We Have Been Believers,Charles White,print;prints and drawing
240943,Wanted Poster Series #11a (negative image),Charles White,print;prints and drawing
240940,Sound of Silence,Charles White,print;prints and drawing
240939,Love Letter III,Charles White,print;prints and drawing
240938,Love Letter II,Charles White,print;prints and drawing
240937,Love Letter I,Charles White,print;prints and drawing
239711,"Personal Commissions: “Beautiful, tall and slender 28y/o seeks well connected man. If U attend A-list gala events in NYC, are kind and bring a date lets have some fun!!! Ummmm. Ext.#4803”",Leigh Ledare,color photograph;photograph;photography
239710,"Personal Commissions: “FIRE. Sexy, beautiful WF, dominant wants a very willing, submissive who understands his place, for creative + complicated discreet play. Tribute. Ext#6795”",Leigh Ledare,color photograph;photograph;photography
239709,"Personal Commissions: “She Said Yeah. SWF, sharpest knife in the drawer, and best looking too. You definitely want to get to know me. Seeking man who can keep up w/ me. No judgments. I’m pretty unconventional. Hopefully you like it that way.”",Leigh Ledare,color photograph;photograph;photography
239708,"Personal Commissions: “Trophy needs polishing. Attractive, intelligent, sweet and caring midwestern SWF, 25 seeks man to take me to my potential. Quiet and shy person, but have another side. Looking for man of means, a leader.”",Leigh Ledare,color photograph;photograph;photography
239707,"Personal Commissions: “Demi seeks Ashton Kutcher. Very attr single white Female 44 seeks tall attr responsible honest sexy sweet & financially stable younger man, 25-35 for possible relationship. Ext#7449”",Leigh Ledare,color photograph;photograph;photography
239706,"Personal Commissions: “Beautiful, tall and slender 28y/o seeks well connected man. If U attend A-list gala events in NYC, are kind and bring a date lets have some fun!!! Ummmm. Ext.#4803”",Leigh Ledare,color photograph;photograph;photography
239705,"Personal Commissions: “She Said Yeah. SWF, sharpest knife in the drawer, and best looking too. You definitely want to get to know me. Seeking man who can keep up w/ me. No judgments. I’m pretty unconventional. Hopefully you like it that way.”",Leigh Ledare,color photograph;photograph;photography
239704,"Personal Commissions: ""Beautiful 50-ish woman looks 30, Anna Nicole type looks, seeks very generous + understanding gentleman, for ongoing friendship/relationship first. Ext 7461""",Leigh Ledare,color photograph;photograph;photography
239703,"Personal Commissions: “A dream into the Real. Very sensuous, cheerful, SWF, 38, gifted, charming looking for a distinguished, very affluent hi-end art lover, a patron to share great heights. Ext#6910”",Leigh Ledare,color photograph;photograph;photography
239105,"Personal Commissions: “Let the Good Times Roll. 1 Blond, 53 yrs old, curvy, buxom, slim, clean, petite. No diseases or drugs. Seeking healthy, honest, reliable, financially secure younger man for discreet sensual fun. Ext#1084”",Leigh Ledare,color photograph;photograph;photography
239104,Vokzal,Leigh Ledare,time-based works;film;funerary;photograph;photography
238985,Personal Comissions,Leigh Ledare,photography;photograph
237985,Solid as a Rock (My God is Rock),Charles White,linocut;print;prints and drawing
228612,The Worker,Charles White,drawings (visual works);prints and drawing
274812,The Flight into Egypt,Claude Lorrain,print;prints and drawing;paper;etching;jonathan bober;jonathan bober collection
274811,The Goatherd,Claude Lorrain,print;prints and drawing;paper;etching;jonathan bober;jonathan bober collection
274810,The Four Goats,Claude Lorrain,print;prints and drawing;paper;etching;jonathan bober;jonathan bober collection
274809,The Herd at the Pond,Claude Lorrain,print;prints and drawing;paper;etching;jonathan bober;jonathan bober collection
274808,Departure for the Fields,Claude Lorrain,print;prints and drawing;paper;etching;jonathan bober;jonathan bober collection
149029,"A Wooded River Landscape with Jacob, Laban, and His Daughters",Claude Lorrain,pen and ink drawings;drawings (visual works);prints and drawing
133379,The Shipwreck,Claude Lorrain,etching;print;prints and drawing
133358,Harbor Scene with a Lighthouse,Claude Lorrain,etching;print;prints and drawing
111958,Harbor with a Large Tower,Claude Lorrain,etching;print;prints and drawing
109118,Buildings Beside Lagoon,Claude Lorrain,pen and ink drawings;ink or chalk wash;drawings (visual works);prints and drawing;paper
109117,Nymphs and Satyrs Playing Musical Instruments,Claude Lorrain,pen and ink drawings;paper;drawings (visual works);prints and drawing
109116,Landscape with Walled Town,Claude Lorrain,chalk;drawings (visual works);prints and drawing
109113,Dancers and Musicians Before Village with Ruined Tower,Claude Lorrain,chalk;drawings (visual works);prints and drawing
95838,Italianate River Landscape with Bridge with Tower,Claude Lorrain,pen and ink drawings;drawings (visual works);prints and drawing
85296,Seascape,Claude Lorrain,drawings (visual works);pen and ink drawings;paper;brush and wash;prints and drawing
81299,River Scene,Claude Lorrain,brush and wash;paper;drawings (visual works);prints and drawing
80011,The Tempest,Claude Lorrain,etching;print;prints and drawing
74186,A Rocky Hillside,Claude Lorrain,ink or chalk wash;drawings (visual works);prints and drawing
73179,Snuff Box,A.J.S.,snuff box;european decorative arts;metalwork
72742,Arabesque,Claude Lorrain,etching;print;prints and drawing
72740,Seated Woman and Other Sketches,Claude Lorrain,etching;print;prints and drawing
72730,The Two Landscapes,Claude Lorrain,etching;print;prints and drawing
72727,Study for a Scene with Brigands,Claude Lorrain,etching;print;prints and drawing
64379,Classical Landscape - Tivoli,Claude Lorrain,pen and ink drawings;drawings (visual works);prints and drawing
62185,The Flight into Egypt,Claude Lorrain,etching;print;prints and drawing
60951,The Herd at the Watering Place,Claude Lorrain,etching;print;prints and drawing
60031,Panorama from the Sasso,Claude Lorrain,pen and ink drawings;drawings (visual works);prints and drawing;paper
59886,Two Frigate,Claude Lorrain,ink or chalk wash;drawings (visual works);prints and drawing
57651,The Wooden Bridge (Rebecca and Eliezer),Claude Lorrain,etching;print;prints and drawing
53214,"Time, Apollo and the Seasons",Claude Lorrain,etching;print;prints and drawing
49138,The Goatherd,Claude Lorrain,etching;print;prints and drawing
49136,Coast Scene with an Artist Drawing,Claude Lorrain,etching;print;prints and drawing
45459,The Rape of Europa,Claude Lorrain,etching;print;prints and drawing
43145,View of Delphi with a Procession,Claude Lorrain,oil on canvas;oil;paint;painting;european painting
43079,The Roman Forum,Claude Lorrain,etching;print;prints and drawing
43074,Scene of Brigands,Claude Lorrain,etching;print;prints and drawing
28407,Harbor Scene with Rising Sun,Claude Lorrain,etching;print;prints and drawing
28404,The Herd Returning in Stormy Weather,Claude Lorrain,etching;print;prints and drawing
28401,The Cowherd,Claude Lorrain,etching;print;prints and drawing
28398,The Country Dance,Claude Lorrain,print;prints and drawing
23688,The Dance on the River Bank,Claude Lorrain,etching;print;prints and drawing
22630,The Four Goats,Claude Lorrain,etching;print;prints and drawing
22627,The Ford,Claude Lorrain,etching;print;prints and drawing
7681,The Cowherd,Claude Lorrain,etching;print;prints and drawing
7556,Study for Pilgrims at Emmaus,Claude Lorrain,ink or chalk wash;drawings (visual works);prints and drawing
4949,Sketch of Foliage and Branches,Claude Lorrain,gouache;drawings (visual works);prints and drawing
263225,Red Hills with Flowers,Georgia O'Keeffe,painting
158752,The White Place in Sun,Georgia O'Keeffe,oil on canvas;painting;modern and contemporary art
158751,Spring,Georgia O'Keeffe,oil on canvas;painting;modern and contemporary art
158748,Abiquiu Sand Hills and Mesa,Georgia O'Keeffe,oil on canvas;painting;modern and contemporary art
118577,Red Hills with Flowers,Georgia O'Keeffe,painting;modern and contemporary art
117310,Mule Skull with Turkey Feather,Georgia O'Keeffe,graphite;drawings (visual works);prints and drawing
70038,From a Day with Juan IV,Georgia O'Keeffe,oil on canvas;painting;modern and contemporary art
70037,Black Rock with Blue Sky and White Clouds,Georgia O'Keeffe,painting;modern and contemporary art
70036,It Was Yellow and Pink III,Georgia O'Keeffe,painting;modern and contemporary art
70035,Ballet Skirt or Electric Light (from the White Rose Motif),Georgia O'Keeffe,oil on canvas;painting;modern and contemporary art
32630,The Black Place,Georgia O'Keeffe,painting;modern and contemporary art
24687,Yellow Hickory Leaves with Daisy,Georgia O'Keeffe,oil on canvas;painting;modern and contemporary art
2895,"Green Mountains, Canada",Georgia O'Keeffe,oil on canvas;painting;modern and contemporary art
240975,"Three Boats in Harbor, San Vigilio",John Singer Sargent,painting
240973,Syrian Goats,John Singer Sargent,painting
239839,Harriett Pullman Carolan,John Singer Sargent,drawings (visual works);charcoal;paper;prints and drawing
234960,Under the Cypress Trees at Corfu,John Singer Sargent,painting
227483,Girl in Spanish Costume,John Singer Sargent,paper;watercolor;prints and drawing
202357,Landscape,Georges Seurat,drawings (visual works);conté crayon;paper;prints and drawing
202356,Academic Male Nude,Georges Seurat,drawings (visual works);paper;charcoal;chalk;conté crayon;prints and drawing
159722,Mrs. Charles Deering (Marion Denison Whipple),John Singer Sargent,painting
159721,Portrait of Charles Deering,John Singer Sargent,painting
154022,Trees (study for La Grande Jatte),Georges Seurat,conté crayon;drawings (visual works);prints and drawing
150828,Roses in a Vase,Georges Seurat,conté crayon;drawings (visual works);prints and drawing
150774,Woman Walking with a Parasol (study for La Grande Jatte),Georges Seurat,conté crayon;drawings (visual works);prints and drawing
150773,Seated Woman with a Parasol (study for La Grande Jatte),Georges Seurat,conté crayon;drawings (visual works);prints and drawing
145906,Fountain of Neptune,John Singer Sargent,painting;american arts
145905,"The Patio, Vizcaya",John Singer Sargent,watercolor;drawings (visual works);prints and drawing
145904,"The Terrace, Vizcaya",John Singer Sargent,watercolor;drawings (visual works);prints and drawing
145902,"The Basin, Vizcaya",John Singer Sargent,watercolor;drawings (visual works);prints and drawing
145808,Study of Two Bedouins,John Singer Sargent,painting;american arts
133507,Forest Scene,John Singer Sargent,watercolor;drawings (visual works);prints and drawing
121629,Life Study (Study of an Egyptian Girl),John Singer Sargent,painting;american arts
114623,Male Portrait Bust,John Singer Sargent,charcoal;drawings (visual works);prints and drawing
112752,Bound Man (recto); Sketch of Bound Man (verso),John Singer Sargent,chalk;drawings (visual works);prints and drawing
112166,Seated Male Nude with Extended Leg (recto); Sketch of Kneeling Male Nude and Divided Circle (verso),John Singer Sargent,charcoal;drawings (visual works);prints and drawing
110879,Mrs. Charles Gifford Dyer (Mary Anthony),John Singer Sargent,painting;american arts
87159,Woman with a Muff,Georges Seurat,conté crayon;drawings (visual works);prints and drawing
80891,Seated Male Nude,John Singer Sargent,charcoal;drawings (visual works);prints and drawing
77145,Red Cross Our Day 1917,John Singer Sargent,poster;print;prints and drawing
71393,Panel (Furnishing Fabric),Georges Seurat,textile;weaving - printed;furnishing textile
69697,Tree Trunks (study for La Grande Jatte),Georges Seurat,conté crayon;drawings (visual works);prints and drawing
61616,"Oil Sketch for ""A Sunday on La Grande Jatte — 1884""",Georges Seurat,painting;french;paint;oil paintings (visual works);oil on panel;european painting
22153,Water Carriers on the Nile,John Singer Sargent,painting;american arts
20199,"Final Study for ""Bathers at Asnières""",Georges Seurat,oil on panel;oil;paint;painting;european painting
